Date,End_Date,Type,mahadasha_lord,antardasha_lord,pratyantardasha_lord,Planet,Parent_Planet,Auspiciousness_Score,Dasha_Lord_Strength,Arishta_Protections,Protection_Score,Sun_Moon_Support,D1_Score,D9_Score,D10_Score,D9_Sign,D10_Sign,D9_Vargottama,D10_Vargottama,D10_Deity,D10_Career,Triple_Chart_Effect,Astrological_Significance
2050-07-08,2050-08-02,MD-AD-PD,Mercury,Moon,Sun,Sun,Moon,3.31,1.21,0,0.0,0.10666666666666666,2.79,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in challenged (debilitated/enemy sign); challenging luminaries configuration; Moon sub-period (benefic); Sun sub-sub-period (malefic); D9 own sign Gemini; D9 significantly strengthens long-term prospects
2050-08-09,2050-08-30,MD-AD-PD,Mercury,Moon,Mars,Mars,Moon,3.85,4.64,1,1.0,0.18333333333333332,4.25,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in moderate strength; moderate protective influence; challenging luminaries configuration; Moon sub-period (benefic); Mars sub-sub-period (malefic); D9 own sign Gemini; D9 significantly strengthens long-term prospects
2050-08-30,2050-10-21,MD-AD-PD,Mercury,Mars,Rahu,Rahu,Mars,4.17,6.08,0,0.0,0.5020833333333333,5.11,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in moderate strength; balanced solar-lunar influence; Mars sub-period (malefic); Rahu sub-sub-period (malefic); D9 own sign Gemini
2050-10-21,2050-12-07,MD-AD-PD,Mercury,Mars,Jupiter,Jupiter,Mars,3.53,3.28,0,0.0,0.07333333333333333,3.38,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in challenged (debilitated/enemy sign); challenging luminaries configuration; Mars sub-period (malefic); Jupiter sub-sub-period (benefic); D9 own sign Gemini; D9 significantly strengthens long-term prospects
2050-12-07,2051-02-01,MD-AD-PD,Mercury,Mars,Saturn,Saturn,Mars,3.7,3.65,1,1.0,0.3,3.82,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in challenged (debilitated/enemy sign); moderate protective influence; challenging luminaries configuration; Mars sub-period (malefic); Saturn sub-sub-period (malefic); D9 own sign Gemini; D9 significantly strengthens long-term prospects
2051-02-01,2051-03-23,MD-AD-PD,Mercury,Mars,Mercury,Mercury,Mars,3.66,3.28,0,0.0,0.18333333333333332,3.71,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in challenged (debilitated/enemy sign); challenging luminaries configuration; Mars sub-period (malefic); Mercury sub-sub-period (benefic); D9 own sign Gemini; D9 significantly strengthens long-term prospects
2051-03-23,2051-04-12,MD-AD-PD,Mercury,Mars,Ketu,Ketu,Mars,3.44,1.19,0,0.0,0.4625,3.14,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in challenged (debilitated/enemy sign); balanced solar-lunar influence; Mars sub-period (malefic); Ketu sub-sub-period (malefic); D9 own sign Gemini; D9 significantly strengthens long-term prospects
2051-04-12,2051-06-10,MD-AD-PD,Mercury,Mars,Venus,Venus,Mars,3.4,1.78,0,0.0,0.18333333333333332,3.03,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in challenged (debilitated/enemy sign); challenging luminaries configuration; Mars sub-period (malefic); Venus sub-sub-period (benefic); D9 own sign Gemini; D9 significantly strengthens long-term prospects
2051-06-10,2051-06-28,MD-AD-PD,Mercury,Mars,Sun,Sun,Mars,3.67,3.63,0,0.0,0.18333333333333332,3.74,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in challenged (debilitated/enemy sign); challenging luminaries configuration; Mars sub-period (malefic); Sun sub-sub-period (malefic); D9 own sign Gemini; D9 significantly strengthens long-term prospects
2051-06-28,2051-07-27,MD-AD-PD,Mercury,Mars,Moon,Moon,Mars,3.18,0.46,0,0.0,0.10666666666666666,2.42,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in challenged (debilitated/enemy sign); challenging luminaries configuration; Mars sub-period (malefic); Moon sub-sub-period (benefic); D9 own sign Gemini; D9 significantly strengthens long-term prospects
2051-08-01,2051-12-15,MD-AD-PD,Mercury,Mars,Rahu,Rahu,Mars,3.63,1.61,0,0.0,0.65,3.63,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in challenged (debilitated/enemy sign); balanced solar-lunar influence; Mars sub-period (malefic); Rahu sub-sub-period (malefic); D9 own sign Gemini; D9 significantly strengthens long-term prospects
2051-12-15,2052-04-13,MD-AD-PD,Mercury,Rahu,Jupiter,Jupiter,Rahu,4.0,2.69,1,1.0,0.65,4.66,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in challenged (debilitated/enemy sign); moderate protective influence; balanced solar-lunar influence; Rahu sub-period (malefic); Jupiter sub-sub-period (benefic); D9 own sign Gemini; D9 significantly strengthens long-term prospects
2052-04-13,2052-09-04,MD-AD-PD,Mercury,Rahu,Saturn,Saturn,Rahu,3.49,2.08,1,1.0,0.3,3.25,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in challenged (debilitated/enemy sign); moderate protective influence; challenging luminaries configuration; Rahu sub-period (malefic); Saturn sub-sub-period (malefic); D9 own sign Gemini; D9 significantly strengthens long-term prospects
2052-09-04,2053-01-10,MD-AD-PD,Mercury,Rahu,Mercury,Mercury,Rahu,3.66,1.93,0,0.0,0.5420833333333334,3.73,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in challenged (debilitated/enemy sign); balanced solar-lunar influence; Rahu sub-period (malefic); Mercury sub-sub-period (benefic); D9 own sign Gemini; D9 significantly strengthens long-term prospects
2053-01-10,2053-03-04,MD-AD-PD,Mercury,Rahu,Ketu,Ketu,Rahu,3.53,2.69,0,0.0,0.3,3.39,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in challenged (debilitated/enemy sign); challenging luminaries configuration; Rahu sub-period (malefic); Ketu sub-sub-period (malefic); D9 own sign Gemini; D9 significantly strengthens long-term prospects
2053-03-04,2053-08-01,MD-AD-PD,Mercury,Rahu,Venus,Venus,Rahu,3.43,1.99,0,0.0,0.18333333333333332,3.12,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in challenged (debilitated/enemy sign); challenging luminaries configuration; Rahu sub-period (malefic); Venus sub-sub-period (benefic); D9 own sign Gemini; D9 significantly strengthens long-term prospects
2053-08-01,2053-09-16,MD-AD-PD,Mercury,Rahu,Sun,Sun,Rahu,3.22,0.9,0,0.0,0.18333333333333332,2.53,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in challenged (debilitated/enemy sign); challenging luminaries configuration; Rahu sub-period (malefic); Sun sub-sub-period (malefic); D9 own sign Gemini; D9 significantly strengthens long-term prospects
2053-09-16,2053-11-30,MD-AD-PD,Mercury,Rahu,Moon,Moon,Rahu,4.36,5.23,1,1.0,0.5420833333333334,5.6,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in moderate strength; moderate protective influence; balanced solar-lunar influence; Rahu sub-period (malefic); Moon sub-sub-period (benefic); D9 own sign Gemini
2053-11-30,2054-01-22,MD-AD-PD,Mercury,Rahu,Mars,Mars,Rahu,3.62,2.54,0,0.0,0.4625,3.62,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in challenged (debilitated/enemy sign); balanced solar-lunar influence; Rahu sub-period (malefic); Mars sub-sub-period (malefic); D9 own sign Gemini; D9 significantly strengthens long-term prospects
2054-02-04,2054-05-22,MD-AD-PD,Mercury,Rahu,Jupiter,Jupiter,Rahu,3.45,2.48,0,0.0,0.10666666666666666,3.15,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in challenged (debilitated/enemy sign); challenging luminaries configuration; Rahu sub-period (malefic); Jupiter sub-sub-period (benefic); D9 own sign Gemini; D9 significantly strengthens long-term prospects
2054-05-22,2054-09-27,MD-AD-PD,Mercury,Jupiter,Saturn,Saturn,Jupiter,3.53,3.24,0,0.0,0.03333333333333333,3.39,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in challenged (debilitated/enemy sign); challenging luminaries configuration; Jupiter sub-period (benefic); Saturn sub-sub-period (malefic); D9 own sign Gemini; D9 significantly strengthens long-term prospects
2054-09-27,2055-01-19,MD-AD-PD,Mercury,Jupiter,Mercury,Mercury,Jupiter,4.68,7.44,2,1.0,0.38583333333333336,6.48,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D1-Led | Sell,Mercury dasha (benefic); lord in strong; strong protective cancellations; challenging luminaries configuration; Jupiter sub-period (benefic); Mercury sub-sub-period (benefic); D9 own sign Gemini
2055-01-19,2055-03-06,MD-AD-PD,Mercury,Jupiter,Ketu,Ketu,Jupiter,4.02,4.91,1,1.0,0.10666666666666666,4.71,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in moderate strength; moderate protective influence; challenging luminaries configuration; Jupiter sub-period (benefic); Ketu sub-sub-period (malefic); D9 own sign Gemini; D9 significantly strengthens long-term prospects
2055-03-06,2055-07-19,MD-AD-PD,Mercury,Jupiter,Venus,Venus,Jupiter,4.77,6.31,3,1.0,0.5333333333333333,6.71,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D1-Led | Sell,Mercury dasha (benefic); lord in moderate strength; triple Arishta-Bhanga protection; balanced solar-lunar influence; Jupiter sub-period (benefic); Venus sub-sub-period (benefic); D9 own sign Gemini
2055-07-19,2055-08-28,MD-AD-PD,Mercury,Jupiter,Sun,Sun,Jupiter,4.32,4.43,1,1.0,0.65,5.51,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in moderate strength; moderate protective influence; balanced solar-lunar influence; Jupiter sub-period (benefic); Sun sub-sub-period (malefic); D9 own sign Gemini
2055-08-28,2055-11-03,MD-AD-PD,Mercury,Jupiter,Moon,Moon,Jupiter,4.97,7.81,2,1.0,0.46875,7.26,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D1-Led | Sell,Mercury dasha (benefic); lord in strong; strong protective cancellations; balanced solar-lunar influence; Jupiter sub-period (benefic); Moon sub-sub-period (benefic); D9 own sign Gemini
2055-11-03,2055-12-20,MD-AD-PD,Mercury,Jupiter,Mars,Mars,Jupiter,4.07,5.61,1,1.0,0.03333333333333333,4.82,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in moderate strength; moderate protective influence; challenging luminaries configuration; Jupiter sub-period (benefic); Mars sub-sub-period (malefic); D9 own sign Gemini
2055-12-20,2056-04-18,MD-AD-PD,Mercury,Jupiter,Rahu,Rahu,Jupiter,3.85,3.21,1,1.0,0.18333333333333332,4.23,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in challenged (debilitated/enemy sign); moderate protective influence; challenging luminaries configuration; Jupiter sub-period (benefic); Rahu sub-sub-period (malefic); D9 own sign Gemini; D9 significantly strengthens long-term prospects
2056-04-30,2056-09-28,MD-AD-PD,Mercury,Jupiter,Saturn,Saturn,Jupiter,3.86,2.1,1,1.0,0.5,4.27,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in challenged (debilitated/enemy sign); moderate protective influence; balanced solar-lunar influence; Jupiter sub-period (benefic); Saturn sub-sub-period (malefic); D9 own sign Gemini; D9 significantly strengthens long-term prospects
2056-09-28,2057-02-11,MD-AD-PD,Mercury,Saturn,Mercury,Mercury,Saturn,3.96,3.98,0,0.0,0.5733333333333334,4.54,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in challenged (debilitated/enemy sign); balanced solar-lunar influence; Saturn sub-period (malefic); Mercury sub-sub-period (benefic); D9 own sign Gemini; D9 significantly strengthens long-term prospects
2057-02-11,2057-04-07,MD-AD-PD,Mercury,Saturn,Ketu,Ketu,Saturn,4.1,3.28,2,1.0,0.5333333333333333,4.92,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in challenged (debilitated/enemy sign); strong protective cancellations; balanced solar-lunar influence; Saturn sub-period (malefic); Ketu sub-sub-period (malefic); D9 own sign Gemini
2057-04-07,2057-09-13,MD-AD-PD,Mercury,Saturn,Venus,Venus,Saturn,3.6,0.88,0,0.0,0.65,3.55,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in challenged (debilitated/enemy sign); balanced solar-lunar influence; Saturn sub-period (malefic); Venus sub-sub-period (benefic); D9 own sign Gemini; D9 significantly strengthens long-term prospects
2057-09-13,2057-10-31,MD-AD-PD,Mercury,Saturn,Sun,Sun,Saturn,3.72,2.61,1,1.0,0.5420833333333334,3.88,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in challenged (debilitated/enemy sign); moderate protective influence; balanced solar-lunar influence; Saturn sub-period (malefic); Sun sub-sub-period (malefic); D9 own sign Gemini; D9 significantly strengthens long-term prospects
2057-10-31,2058-01-19,MD-AD-PD,Mercury,Saturn,Moon,Moon,Saturn,3.54,2.1,1,1.0,0.07333333333333333,3.4,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in challenged (debilitated/enemy sign); moderate protective influence; challenging luminaries configuration; Saturn sub-period (malefic); Moon sub-sub-period (benefic); D9 own sign Gemini; D9 significantly strengthens long-term prospects
2058-01-19,2058-03-15,MD-AD-PD,Mercury,Saturn,Mars,Mars,Saturn,3.71,3.5,2,1.0,0.10666666666666666,3.87,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in challenged (debilitated/enemy sign); strong protective cancellations; challenging luminaries configuration; Saturn sub-period (malefic); Mars sub-sub-period (malefic); D9 own sign Gemini; D9 significantly strengthens long-term prospects
2058-03-15,2058-08-06,MD-AD-PD,Mercury,Saturn,Rahu,Rahu,Saturn,3.71,2.0,3,1.0,0.15,3.86,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in challenged (debilitated/enemy sign); triple Arishta-Bhanga protection; challenging luminaries configuration; Saturn sub-period (malefic); Rahu sub-sub-period (malefic); D9 own sign Gemini; D9 significantly strengthens long-term prospects
2058-08-06,2058-12-11,MD-AD-PD,Mercury,Saturn,Jupiter,Jupiter,Saturn,3.56,1.42,2,1.0,0.18333333333333332,3.45,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in challenged (debilitated/enemy sign); strong protective cancellations; challenging luminaries configuration; Saturn sub-period (malefic); Jupiter sub-sub-period (benefic); D9 own sign Gemini; D9 significantly strengthens long-term prospects
2059-03-24,2059-04-02,MD-AD-PD,Mercury,Ketu,Ketu,Ketu,Ketu,4.4,6.5,2,1.0,0.4625,5.72,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in moderate strength; strong protective cancellations; balanced solar-lunar influence; Ketu sub-period (malefic); Ketu sub-sub-period (malefic); D9 own sign Gemini
2059-04-02,2059-04-26,MD-AD-PD,Ketu,Ketu,Venus,Venus,Ketu,2.6,8.88,1,1.0,0.15,5.87,0.67,0.67,Virgo,Virgo,No,No,Ananth,"Long-term stability, Civil service, Preservation",D1-Led | Strong Sell,Ketu dasha (malefic); lord in strong; moderate protective influence; challenging luminaries configuration; Venus sub-sub-period (benefic); D9 in Virgo; D9 indicates underlying challenges
2059-04-26,2059-05-03,MD-AD-PD,Ketu,Ketu,Sun,Sun,Ketu,3.32,10.0,4,1.0,0.5733333333333334,7.84,0.67,0.67,Virgo,Virgo,No,No,Ananth,"Long-term stability, Civil service, Preservation",D1-Led | Sell,Ketu dasha (malefic); lord in exceptionally strong (exalted/own sign); triple Arishta-Bhanga protection; balanced solar-lunar influence; Sun sub-sub-period (malefic); D9 in Virgo; D9 indicates underlying challenges
2059-05-03,2059-05-15,MD-AD-PD,Ketu,Ketu,Moon,Moon,Ketu,3.08,8.07,3,1.0,0.5333333333333333,7.17,0.67,0.67,Virgo,Virgo,No,No,Ananth,"Long-term stability, Civil service, Preservation",D1-Led | Sell,Ketu dasha (malefic); lord in strong; triple Arishta-Bhanga protection; balanced solar-lunar influence; Moon sub-sub-period (benefic); D9 in Virgo; D9 indicates underlying challenges
2059-05-15,2059-05-24,MD-AD-PD,Ketu,Ketu,Mars,Mars,Ketu,2.47,8.29,1,1.0,0.18333333333333332,5.53,0.67,0.67,Virgo,Virgo,No,No,Ananth,"Long-term stability, Civil service, Preservation",D1-Led | Strong Sell,Ketu dasha (malefic); lord in strong; moderate protective influence; challenging luminaries configuration; Mars sub-sub-period (malefic); D9 in Virgo; D9 indicates underlying challenges
2059-05-24,2059-06-14,MD-AD-PD,Ketu,Ketu,Rahu,Rahu,Ketu,2.68,10.0,2,1.0,0.10666666666666666,6.1,0.67,0.67,Virgo,Virgo,No,No,Ananth,"Long-term stability, Civil service, Preservation",D1-Led | Strong Sell,Ketu dasha (malefic); lord in exceptionally strong (exalted/own sign); strong protective cancellations; challenging luminaries configuration; Rahu sub-sub-period (malefic); D9 in Virgo; D9 indicates underlying challenges
2059-06-14,2059-07-04,MD-AD-PD,Ketu,Ketu,Jupiter,Jupiter,Ketu,2.65,8.29,1,1.0,0.3458333333333333,6.01,0.67,0.67,Virgo,Virgo,No,No,Ananth,"Long-term stability, Civil service, Preservation",D1-Led | Strong Sell,Ketu dasha (malefic); lord in strong; moderate protective influence; challenging luminaries configuration; Jupiter sub-sub-period (benefic); D9 in Virgo; D9 indicates underlying challenges
2059-07-04,2059-07-27,MD-AD-PD,Ketu,Ketu,Saturn,Saturn,Ketu,1.16,1.15,0,0.0,0.10666666666666666,2.01,0.67,0.67,Virgo,Virgo,No,No,Ananth,"Long-term stability, Civil service, Preservation",Balanced | Strong Sell,Ketu dasha (malefic); lord in challenged (debilitated/enemy sign); challenging luminaries configuration; Saturn sub-sub-period (malefic); D9 in Virgo
2059-07-27,2059-08-16,MD-AD-PD,Ketu,Ketu,Mercury,Mercury,Ketu,1.49,2.42,1,1.0,0.18333333333333332,2.88,0.67,0.67,Virgo,Virgo,No,No,Ananth,"Long-term stability, Civil service, Preservation",D1-Led | Strong Sell,Ketu dasha (malefic); lord in challenged (debilitated/enemy sign); moderate protective influence; challenging luminaries configuration; Mercury sub-sub-period (benefic); D9 in Virgo; D9 indicates underlying challenges
2059-08-18,2059-10-26,MD-AD-PD,Ketu,Ketu,Venus,Venus,Ketu,1.52,1.47,0,0.0,0.46875,2.97,0.67,0.67,Virgo,Virgo,No,No,Ananth,"Long-term stability, Civil service, Preservation",D1-Led | Strong Sell,Ketu dasha (malefic); lord in challenged (debilitated/enemy sign); balanced solar-lunar influence; Venus sub-sub-period (benefic); D9 in Virgo; D9 indicates underlying challenges
2059-10-26,2059-11-16,MD-AD-PD,Ketu,Venus,Sun,Sun,Venus,1.29,1.07,0,0.0,0.15,2.34,0.67,0.67,Virgo,Virgo,No,No,Ananth,"Long-term stability, Civil service, Preservation",Balanced | Strong Sell,Ketu dasha (malefic); lord in challenged (debilitated/enemy sign); challenging luminaries configuration; Venus sub-period (benefic); Sun sub-sub-period (malefic); D9 in Virgo; D9 indicates underlying challenges
2059-11-16,2059-12-20,MD-AD-PD,Ketu,Venus,Moon,Moon,Venus,1.37,1.53,0,0.0,0.07333333333333333,2.56,0.67,0.67,Virgo,Virgo,No,No,Ananth,"Long-term stability, Civil service, Preservation",Balanced | Strong Sell,Ketu dasha (malefic); lord in challenged (debilitated/enemy sign); challenging luminaries configuration; Venus sub-period (benefic); Moon sub-sub-period (benefic); D9 in Virgo; D9 indicates underlying challenges
2059-12-20,2060-01-14,MD-AD-PD,Ketu,Venus,Mars,Mars,Venus,1.56,2.35,0,0.0,0.3,3.07,0.67,0.67,Virgo,Virgo,No,No,Ananth,"Long-term stability, Civil service, Preservation",D1-Led | Strong Sell,Ketu dasha (malefic); lord in challenged (debilitated/enemy sign); challenging luminaries configuration; Venus sub-period (benefic); Mars sub-sub-period (malefic); D9 in Virgo; D9 indicates underlying challenges
2060-01-14,2060-03-16,MD-AD-PD,Ketu,Venus,Rahu,Rahu,Venus,1.71,1.78,0,0.0,0.65,3.5,0.67,0.67,Virgo,Virgo,No,No,Ananth,"Long-term stability, Civil service, Preservation",D1-Led | Strong Sell,Ketu dasha (malefic); lord in challenged (debilitated/enemy sign); balanced solar-lunar influence; Venus sub-period (benefic); Rahu sub-sub-period (malefic); D9 in Virgo; D9 indicates underlying challenges
2060-03-16,2060-05-10,MD-AD-PD,Ketu,Venus,Jupiter,Jupiter,Venus,1.47,1.13,0,0.0,0.3,2.82,0.67,0.67,Virgo,Virgo,No,No,Ananth,"Long-term stability, Civil service, Preservation",D1-Led | Strong Sell,Ketu dasha (malefic); lord in challenged (debilitated/enemy sign); challenging luminaries configuration; Venus sub-period (benefic); Jupiter sub-sub-period (benefic); D9 in Virgo; D9 indicates underlying challenges
2060-05-10,2060-07-14,MD-AD-PD,Ketu,Venus,Saturn,Saturn,Venus,2.01,2.33,1,1.0,0.65,4.29,0.67,0.67,Virgo,Virgo,No,No,Ananth,"Long-term stability, Civil service, Preservation",D1-Led | Strong Sell,Ketu dasha (malefic); lord in challenged (debilitated/enemy sign); moderate protective influence; balanced solar-lunar influence; Venus sub-period (benefic); Saturn sub-sub-period (malefic); D9 in Virgo; D9 indicates underlying challenges
2060-07-14,2060-09-11,MD-AD-PD,Ketu,Venus,Mercury,Mercury,Venus,1.71,3.29,1,1.0,0.10666666666666666,3.48,0.67,0.67,Virgo,Virgo,No,No,Ananth,"Long-term stability, Civil service, Preservation",D1-Led | Strong Sell,Ketu dasha (malefic); lord in challenged (debilitated/enemy sign); moderate protective influence; challenging luminaries configuration; Venus sub-period (benefic); Mercury sub-sub-period (benefic); D9 in Virgo; D9 indicates underlying challenges
2060-09-11,2060-10-05,MD-AD-PD,Ketu,Venus,Ketu,Ketu,Venus,1.72,1.13,1,1.0,0.5420833333333334,3.52,0.67,0.67,Virgo,Virgo,No,No,Ananth,"Long-term stability, Civil service, Preservation",D1-Led | Strong Sell,Ketu dasha (malefic); lord in challenged (debilitated/enemy sign); moderate protective influence; balanced solar-lunar influence; Venus sub-period (benefic); Ketu sub-sub-period (malefic); D9 in Virgo; D9 indicates underlying challenges
2060-10-11,2060-10-18,MD-AD-PD,Ketu,Venus,Sun,Sun,Venus,1.35,1.77,0,0.0,0.10666666666666666,2.52,0.67,0.67,Virgo,Virgo,No,No,Ananth,"Long-term stability, Civil service, Preservation",Balanced | Strong Sell,Ketu dasha (malefic); lord in challenged (debilitated/enemy sign); challenging luminaries configuration; Venus sub-period (benefic); Sun sub-sub-period (malefic); D9 in Virgo; D9 indicates underlying challenges
2060-10-18,2060-10-28,MD-AD-PD,Ketu,Sun,Moon,Moon,Sun,1.68,1.98,2,1.0,0.3125,3.41,0.67,0.67,Virgo,Virgo,No,No,Ananth,"Long-term stability, Civil service, Preservation",D1-Led | Strong Sell,Ketu dasha (malefic); lord in challenged (debilitated/enemy sign); strong protective cancellations; challenging luminaries configuration; Sun sub-period (malefic); Moon sub-sub-period (benefic); D9 in Virgo; D9 indicates underlying challenges
2060-10-28,2060-11-04,MD-AD-PD,Ketu,Sun,Mars,Mars,Sun,1.25,1.05,1,1.0,0.0,2.23,0.67,0.67,Virgo,Virgo,No,No,Ananth,"Long-term stability, Civil service, Preservation",Balanced | Strong Sell,Ketu dasha (malefic); lord in challenged (debilitated/enemy sign); moderate protective influence; challenging luminaries configuration; Sun sub-period (malefic); Mars sub-sub-period (malefic); D9 in Virgo; D9 indicates underlying challenges
2060-11-04,2060-11-23,MD-AD-PD,Ketu,Sun,Rahu,Rahu,Sun,1.02,0.23,0,0.0,0.07333333333333333,1.62,0.67,0.67,Virgo,Virgo,No,No,Ananth,"Long-term stability, Civil service, Preservation",Balanced | Strong Sell,Ketu dasha (malefic); lord in challenged (debilitated/enemy sign); challenging luminaries configuration; Sun sub-period (malefic); Rahu sub-sub-period (malefic); D9 in Virgo
2060-11-23,2060-12-09,MD-AD-PD,Ketu,Sun,Jupiter,Jupiter,Sun,1.39,2.12,0,0.0,0.15,2.63,0.67,0.67,Virgo,Virgo,No,No,Ananth,"Long-term stability, Civil service, Preservation",Balanced | Strong Sell,Ketu dasha (malefic); lord in challenged (debilitated/enemy sign); challenging luminaries configuration; Sun sub-period (malefic); Jupiter sub-sub-period (benefic); D9 in Virgo; D9 indicates underlying challenges
2060-12-09,2060-12-29,MD-AD-PD,Ketu,Sun,Saturn,Saturn,Sun,1.45,2.35,0,0.0,0.3,2.79,0.67,0.67,Virgo,Virgo,No,No,Ananth,"Long-term stability, Civil service, Preservation",D1-Led | Strong Sell,Ketu dasha (malefic); lord in challenged (debilitated/enemy sign); challenging luminaries configuration; Sun sub-period (malefic); Saturn sub-sub-period (malefic); D9 in Virgo; D9 indicates underlying challenges
