Date,End_Date,Type,mahadasha_lord,antardasha_lord,pratyantardasha_lord,Planet,Parent_Planet,Auspiciousness_Score,Dasha_Lord_Strength,Arishta_Protections,Protection_Score,Sun_Moon_Support,D1_Score,D9_Score,D10_Score,D9_Sign,D10_Sign,D9_Vargottama,D10_Vargottama,D10_Deity,D10_Career,Triple_Chart_Effect,Astrological_Significance
2044-10-25,2044-11-12,MD-AD-PD,Mercury,Ketu,Sun,Sun,Ketu,3.44,3.1,0,0.0,0.07333333333333333,3.13,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in challenged (debilitated/enemy sign); challenging luminaries configuration; Ketu sub-period (malefic); Sun sub-sub-period (malefic); D9 own sign Gemini; D9 significantly strengthens long-term prospects
2044-11-12,2044-12-11,MD-AD-PD,Mercury,Ketu,Moon,Moon,Ketu,3.58,3.28,0,0.0,0.15,3.51,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in challenged (debilitated/enemy sign); challenging luminaries configuration; Ketu sub-period (malefic); Moon sub-sub-period (benefic); D9 own sign Gemini; D9 significantly strengthens long-term prospects
2044-12-11,2045-01-01,MD-AD-PD,Mercury,Ketu,Mars,Mars,Ketu,3.44,1.99,0,0.0,0.3,3.13,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in challenged (debilitated/enemy sign); challenging luminaries configuration; Ketu sub-period (malefic); Mars sub-sub-period (malefic); D9 own sign Gemini; D9 significantly strengthens long-term prospects
2045-01-01,2045-02-23,MD-AD-PD,Mercury,Ketu,Rahu,Rahu,Ketu,3.75,2.58,0,0.0,0.65,3.97,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in challenged (debilitated/enemy sign); balanced solar-lunar influence; Ketu sub-period (malefic); Rahu sub-sub-period (malefic); D9 own sign Gemini; D9 significantly strengthens long-term prospects
2045-02-23,2045-04-10,MD-AD-PD,Mercury,Ketu,Jupiter,Jupiter,Ketu,3.16,0.53,0,0.0,0.06666666666666667,2.38,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in challenged (debilitated/enemy sign); challenging luminaries configuration; Ketu sub-period (malefic); Jupiter sub-sub-period (benefic); D9 own sign Gemini; D9 significantly strengthens long-term prospects
2045-04-10,2045-06-05,MD-AD-PD,Mercury,Ketu,Saturn,Saturn,Ketu,3.13,0.27,0,0.0,0.18333333333333332,2.3,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in challenged (debilitated/enemy sign); challenging luminaries configuration; Ketu sub-period (malefic); Saturn sub-sub-period (malefic); D9 own sign Gemini; D9 significantly strengthens long-term prospects
2045-06-05,2045-07-25,MD-AD-PD,Mercury,Ketu,Mercury,Mercury,Ketu,3.91,5.28,1,1.0,0.06666666666666667,4.4,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in moderate strength; moderate protective influence; challenging luminaries configuration; Ketu sub-period (malefic); Mercury sub-sub-period (benefic); D9 own sign Gemini; D9 significantly strengthens long-term prospects
2045-07-30,2048-05-15,MD-AD,Mercury,Venus,,Venus,Mercury,3.36,0.67,0,0.0,0.18333333333333332,2.92,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in challenged (debilitated/enemy sign); challenging luminaries configuration; Venus sub-period (benefic); D9 own sign Gemini; D9 significantly strengthens long-term prospects
2045-07-30,2046-01-14,MD-AD-PD,Mercury,Ketu,Venus,Venus,Ketu,3.26,0.66,0,0.0,0.18333333333333332,2.64,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in challenged (debilitated/enemy sign); challenging luminaries configuration; Ketu sub-period (malefic); Venus sub-sub-period (benefic); D9 own sign Gemini; D9 significantly strengthens long-term prospects
2046-01-14,2046-03-05,MD-AD-PD,Mercury,Venus,Sun,Sun,Venus,3.51,2.69,0,0.0,0.10666666666666666,3.32,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in challenged (debilitated/enemy sign); challenging luminaries configuration; Venus sub-period (benefic); Sun sub-sub-period (malefic); D9 own sign Gemini; D9 significantly strengthens long-term prospects
2046-03-05,2046-05-28,MD-AD-PD,Mercury,Venus,Moon,Moon,Venus,3.61,3.11,0,0.0,0.06666666666666667,3.59,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in challenged (debilitated/enemy sign); challenging luminaries configuration; Venus sub-period (benefic); Moon sub-sub-period (benefic); D9 own sign Gemini; D9 significantly strengthens long-term prospects
2046-05-28,2046-07-25,MD-AD-PD,Mercury,Venus,Mars,Mars,Venus,3.69,3.62,0,0.0,0.06666666666666667,3.81,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in challenged (debilitated/enemy sign); challenging luminaries configuration; Venus sub-period (benefic); Mars sub-sub-period (malefic); D9 own sign Gemini; D9 significantly strengthens long-term prospects
2046-07-25,2046-12-23,MD-AD-PD,Mercury,Venus,Rahu,Rahu,Venus,3.88,4.45,0,0.0,0.18333333333333332,4.32,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in moderate strength; challenging luminaries configuration; Venus sub-period (benefic); Rahu sub-sub-period (malefic); D9 own sign Gemini; D9 significantly strengthens long-term prospects
2046-12-23,2047-05-06,MD-AD-PD,Mercury,Venus,Jupiter,Jupiter,Venus,3.82,3.65,1,1.0,0.22333333333333333,4.15,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in challenged (debilitated/enemy sign); moderate protective influence; challenging luminaries configuration; Venus sub-period (benefic); Jupiter sub-sub-period (benefic); D9 own sign Gemini; D9 significantly strengthens long-term prospects
2047-05-06,2047-10-12,MD-AD-PD,Mercury,Venus,Saturn,Saturn,Venus,4.0,3.65,0,0.0,0.65,4.64,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in challenged (debilitated/enemy sign); balanced solar-lunar influence; Venus sub-period (benefic); Saturn sub-sub-period (malefic); D9 own sign Gemini; D9 significantly strengthens long-term prospects
2047-10-12,2048-03-03,MD-AD-PD,Mercury,Venus,Mercury,Mercury,Venus,3.88,3.52,0,0.0,0.38583333333333336,4.31,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in challenged (debilitated/enemy sign); challenging luminaries configuration; Venus sub-period (benefic); Mercury sub-sub-period (benefic); D9 own sign Gemini; D9 significantly strengthens long-term prospects
2048-03-03,2048-04-30,MD-AD-PD,Mercury,Venus,Ketu,Ketu,Venus,3.54,2.89,0,0.0,0.10666666666666666,3.39,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in challenged (debilitated/enemy sign); challenging luminaries configuration; Venus sub-period (benefic); Ketu sub-sub-period (malefic); D9 own sign Gemini; D9 significantly strengthens long-term prospects
2048-05-15,2048-05-30,MD-AD-PD,Mercury,Venus,Sun,Sun,Venus,3.34,1.0,0,0.0,0.18333333333333332,2.85,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in challenged (debilitated/enemy sign); challenging luminaries configuration; Venus sub-period (benefic); Sun sub-sub-period (malefic); D9 own sign Gemini; D9 significantly strengthens long-term prospects
2048-05-15,2049-03-17,MD-AD,Mercury,Sun,,Sun,Mercury,3.32,1.13,0,0.0,0.18333333333333332,2.8,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in challenged (debilitated/enemy sign); challenging luminaries configuration; Sun sub-period (malefic); D9 own sign Gemini; D9 significantly strengthens long-term prospects
2048-05-30,2048-06-24,MD-AD-PD,Mercury,Sun,Moon,Moon,Sun,3.25,0.97,0,0.0,0.10666666666666666,2.61,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in challenged (debilitated/enemy sign); challenging luminaries configuration; Sun sub-period (malefic); Moon sub-sub-period (benefic); D9 own sign Gemini; D9 significantly strengthens long-term prospects
2048-06-24,2048-07-12,MD-AD-PD,Mercury,Sun,Mars,Mars,Sun,3.64,4.35,1,1.0,0.07333333333333333,3.67,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in moderate strength; moderate protective influence; challenging luminaries configuration; Sun sub-period (malefic); Mars sub-sub-period (malefic); D9 own sign Gemini; D9 significantly strengthens long-term prospects
2048-07-12,2048-08-26,MD-AD-PD,Mercury,Sun,Rahu,Rahu,Sun,3.87,4.16,0,0.0,0.38583333333333336,4.29,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in moderate strength; challenging luminaries configuration; Sun sub-period (malefic); Rahu sub-sub-period (malefic); D9 own sign Gemini; D9 significantly strengthens long-term prospects
2048-08-26,2048-10-05,MD-AD-PD,Mercury,Sun,Jupiter,Jupiter,Sun,4.62,8.11,0,0.0,0.5420833333333334,6.32,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D1-Led | Sell,Mercury dasha (benefic); lord in strong; balanced solar-lunar influence; Sun sub-period (malefic); Jupiter sub-sub-period (benefic); D9 own sign Gemini
2048-10-05,2048-11-22,MD-AD-PD,Mercury,Sun,Saturn,Saturn,Sun,4.09,5.33,1,1.0,0.22333333333333333,4.88,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in moderate strength; moderate protective influence; challenging luminaries configuration; Sun sub-period (malefic); Saturn sub-sub-period (malefic); D9 own sign Gemini
2048-11-22,2049-01-04,MD-AD-PD,Mercury,Sun,Mercury,Mercury,Sun,3.7,3.42,0,0.0,0.3,3.84,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in challenged (debilitated/enemy sign); challenging luminaries configuration; Sun sub-period (malefic); Mercury sub-sub-period (benefic); D9 own sign Gemini; D9 significantly strengthens long-term prospects
2049-01-04,2049-01-21,MD-AD-PD,Mercury,Sun,Ketu,Ketu,Sun,3.38,1.94,0,0.0,0.22333333333333333,2.98,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in challenged (debilitated/enemy sign); challenging luminaries configuration; Sun sub-period (malefic); Ketu sub-sub-period (malefic); D9 own sign Gemini; D9 significantly strengthens long-term prospects
2049-01-21,2049-03-13,MD-AD-PD,Mercury,Sun,Venus,Venus,Sun,3.34,1.31,0,0.0,0.18333333333333332,2.87,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in challenged (debilitated/enemy sign); challenging luminaries configuration; Sun sub-period (malefic); Venus sub-sub-period (benefic); D9 own sign Gemini; D9 significantly strengthens long-term prospects
2049-03-17,2049-04-28,MD-AD-PD,Mercury,Sun,Moon,Moon,Sun,3.83,3.11,1,1.0,0.3,4.18,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in challenged (debilitated/enemy sign); moderate protective influence; challenging luminaries configuration; Sun sub-period (malefic); Moon sub-sub-period (benefic); D9 own sign Gemini; D9 significantly strengthens long-term prospects
2049-03-17,2050-08-09,MD-AD,Mercury,Moon,,Moon,Mercury,3.86,2.54,1,1.0,0.3,4.25,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in challenged (debilitated/enemy sign); moderate protective influence; challenging luminaries configuration; Moon sub-period (benefic); D9 own sign Gemini; D9 significantly strengthens long-term prospects
2049-04-28,2049-05-27,MD-AD-PD,Mercury,Moon,Mars,Mars,Moon,3.87,1.83,1,1.0,0.5733333333333334,4.3,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in challenged (debilitated/enemy sign); moderate protective influence; balanced solar-lunar influence; Moon sub-period (benefic); Mars sub-sub-period (malefic); D9 own sign Gemini; D9 significantly strengthens long-term prospects
2049-05-27,2049-08-11,MD-AD-PD,Mercury,Moon,Rahu,Rahu,Moon,3.47,2.4,0,0.0,0.10666666666666666,3.22,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in challenged (debilitated/enemy sign); challenging luminaries configuration; Moon sub-period (benefic); Rahu sub-sub-period (malefic); D9 own sign Gemini; D9 significantly strengthens long-term prospects
2049-08-11,2049-10-17,MD-AD-PD,Mercury,Moon,Jupiter,Jupiter,Moon,3.42,1.13,0,0.0,0.18333333333333332,3.09,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in challenged (debilitated/enemy sign); challenging luminaries configuration; Moon sub-period (benefic); Jupiter sub-sub-period (benefic); D9 own sign Gemini; D9 significantly strengthens long-term prospects
2049-10-17,2050-01-04,MD-AD-PD,Mercury,Moon,Saturn,Saturn,Moon,4.51,5.57,3,1.0,0.15,6.01,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in moderate strength; triple Arishta-Bhanga protection; challenging luminaries configuration; Moon sub-period (benefic); Saturn sub-sub-period (malefic); D9 own sign Gemini
2050-01-04,2050-03-17,MD-AD-PD,Mercury,Moon,Mercury,Mercury,Moon,4.43,3.47,2,1.0,0.65,5.8,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in challenged (debilitated/enemy sign); strong protective cancellations; balanced solar-lunar influence; Moon sub-period (benefic); Mercury sub-sub-period (benefic); D9 own sign Gemini
2050-03-17,2050-04-15,MD-AD-PD,Mercury,Moon,Ketu,Ketu,Moon,3.46,0.49,1,1.0,0.22333333333333333,3.19,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in challenged (debilitated/enemy sign); moderate protective influence; challenging luminaries configuration; Moon sub-period (benefic); Ketu sub-sub-period (malefic); D9 own sign Gemini; D9 significantly strengthens long-term prospects
2050-04-15,2050-07-08,MD-AD-PD,Mercury,Moon,Venus,Venus,Moon,3.9,1.73,1,1.0,0.5333333333333333,4.38,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in challenged (debilitated/enemy sign); moderate protective influence; balanced solar-lunar influence; Moon sub-period (benefic); Venus sub-sub-period (benefic); D9 own sign Gemini; D9 significantly strengthens long-term prospects
2050-07-08,2050-08-02,MD-AD-PD,Mercury,Moon,Sun,Sun,Moon,3.48,1.21,1,1.0,0.10666666666666666,3.24,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in challenged (debilitated/enemy sign); moderate protective influence; challenging luminaries configuration; Moon sub-period (benefic); Sun sub-sub-period (malefic); D9 own sign Gemini; D9 significantly strengthens long-term prospects
2050-08-09,2050-08-30,MD-AD-PD,Mercury,Moon,Mars,Mars,Moon,4.02,4.64,2,1.0,0.18333333333333332,4.7,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in moderate strength; strong protective cancellations; challenging luminaries configuration; Moon sub-period (benefic); Mars sub-sub-period (malefic); D9 own sign Gemini; D9 significantly strengthens long-term prospects
2050-08-09,2051-08-01,MD-AD,Mercury,Mars,,Mars,Mercury,4.2,6.08,2,1.0,0.18333333333333332,5.17,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in moderate strength; strong protective cancellations; challenging luminaries configuration; Mars sub-period (malefic); D9 own sign Gemini
2050-08-30,2050-10-21,MD-AD-PD,Mercury,Mars,Rahu,Rahu,Mars,4.06,4.03,1,1.0,0.5020833333333333,4.82,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in moderate strength; moderate protective influence; balanced solar-lunar influence; Mars sub-period (malefic); Rahu sub-sub-period (malefic); D9 own sign Gemini
2050-10-21,2050-12-07,MD-AD-PD,Mercury,Mars,Jupiter,Jupiter,Mars,3.43,2.51,0,0.0,0.07333333333333333,3.1,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in challenged (debilitated/enemy sign); challenging luminaries configuration; Mars sub-period (malefic); Jupiter sub-sub-period (benefic); D9 own sign Gemini; D9 significantly strengthens long-term prospects
2050-12-07,2051-02-01,MD-AD-PD,Mercury,Mars,Saturn,Saturn,Mars,3.86,3.65,2,1.0,0.3,4.27,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in challenged (debilitated/enemy sign); strong protective cancellations; challenging luminaries configuration; Mars sub-period (malefic); Saturn sub-sub-period (malefic); D9 own sign Gemini; D9 significantly strengthens long-term prospects
2051-02-01,2051-03-23,MD-AD-PD,Mercury,Mars,Mercury,Mercury,Mars,3.66,3.28,0,0.0,0.18333333333333332,3.71,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in challenged (debilitated/enemy sign); challenging luminaries configuration; Mars sub-period (malefic); Mercury sub-sub-period (benefic); D9 own sign Gemini; D9 significantly strengthens long-term prospects
2051-03-23,2051-04-12,MD-AD-PD,Mercury,Mars,Ketu,Ketu,Mars,3.52,1.78,0,0.0,0.4625,3.35,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in challenged (debilitated/enemy sign); balanced solar-lunar influence; Mars sub-period (malefic); Ketu sub-sub-period (malefic); D9 own sign Gemini; D9 significantly strengthens long-term prospects
2051-04-12,2051-06-10,MD-AD-PD,Mercury,Mars,Venus,Venus,Mars,3.4,1.78,0,0.0,0.18333333333333332,3.03,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in challenged (debilitated/enemy sign); challenging luminaries configuration; Mars sub-period (malefic); Venus sub-sub-period (benefic); D9 own sign Gemini; D9 significantly strengthens long-term prospects
2051-06-10,2051-06-28,MD-AD-PD,Mercury,Mars,Sun,Sun,Mars,3.7,3.86,0,0.0,0.18333333333333332,3.82,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in challenged (debilitated/enemy sign); challenging luminaries configuration; Mars sub-period (malefic); Sun sub-sub-period (malefic); D9 own sign Gemini; D9 significantly strengthens long-term prospects
2051-06-28,2051-07-27,MD-AD-PD,Mercury,Mars,Moon,Moon,Mars,3.15,0.23,0,0.0,0.10666666666666666,2.34,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in challenged (debilitated/enemy sign); challenging luminaries configuration; Mars sub-period (malefic); Moon sub-sub-period (benefic); D9 own sign Gemini; D9 significantly strengthens long-term prospects
2051-08-01,2051-12-15,MD-AD-PD,Mercury,Mars,Rahu,Rahu,Mars,3.79,1.61,1,1.0,0.65,4.08,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in challenged (debilitated/enemy sign); moderate protective influence; balanced solar-lunar influence; Mars sub-period (malefic); Rahu sub-sub-period (malefic); D9 own sign Gemini; D9 significantly strengthens long-term prospects
2051-08-01,2054-02-04,MD-AD,Mercury,Rahu,,Rahu,Mercury,3.96,2.35,1,1.0,0.65,4.53,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in challenged (debilitated/enemy sign); moderate protective influence; balanced solar-lunar influence; Rahu sub-period (malefic); D9 own sign Gemini; D9 significantly strengthens long-term prospects
2051-12-15,2052-04-13,MD-AD-PD,Mercury,Rahu,Jupiter,Jupiter,Rahu,3.85,1.53,1,1.0,0.65,4.24,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in challenged (debilitated/enemy sign); moderate protective influence; balanced solar-lunar influence; Rahu sub-period (malefic); Jupiter sub-sub-period (benefic); D9 own sign Gemini; D9 significantly strengthens long-term prospects
2052-04-13,2052-09-04,MD-AD-PD,Mercury,Rahu,Saturn,Saturn,Rahu,3.49,2.08,1,1.0,0.3,3.25,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in challenged (debilitated/enemy sign); moderate protective influence; challenging luminaries configuration; Rahu sub-period (malefic); Saturn sub-sub-period (malefic); D9 own sign Gemini; D9 significantly strengthens long-term prospects
2052-09-04,2053-01-10,MD-AD-PD,Mercury,Rahu,Mercury,Mercury,Rahu,3.66,1.93,0,0.0,0.5420833333333334,3.73,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in challenged (debilitated/enemy sign); balanced solar-lunar influence; Rahu sub-period (malefic); Mercury sub-sub-period (benefic); D9 own sign Gemini; D9 significantly strengthens long-term prospects
2053-01-10,2053-03-04,MD-AD-PD,Mercury,Rahu,Ketu,Ketu,Rahu,3.44,1.99,0,0.0,0.3,3.13,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in challenged (debilitated/enemy sign); challenging luminaries configuration; Rahu sub-period (malefic); Ketu sub-sub-period (malefic); D9 own sign Gemini; D9 significantly strengthens long-term prospects
2053-03-04,2053-08-01,MD-AD-PD,Mercury,Rahu,Venus,Venus,Rahu,3.28,0.83,0,0.0,0.18333333333333332,2.7,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in challenged (debilitated/enemy sign); challenging luminaries configuration; Rahu sub-period (malefic); Venus sub-sub-period (benefic); D9 own sign Gemini; D9 significantly strengthens long-term prospects
2053-08-01,2053-09-16,MD-AD-PD,Mercury,Rahu,Sun,Sun,Rahu,3.22,0.9,0,0.0,0.18333333333333332,2.53,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in challenged (debilitated/enemy sign); challenging luminaries configuration; Rahu sub-period (malefic); Sun sub-sub-period (malefic); D9 own sign Gemini; D9 significantly strengthens long-term prospects
2053-09-16,2053-11-30,MD-AD-PD,Mercury,Rahu,Moon,Moon,Rahu,4.46,6.04,1,1.0,0.5420833333333334,5.9,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in moderate strength; moderate protective influence; balanced solar-lunar influence; Rahu sub-period (malefic); Moon sub-sub-period (benefic); D9 own sign Gemini
2053-11-30,2054-01-22,MD-AD-PD,Mercury,Rahu,Mars,Mars,Rahu,3.47,1.37,0,0.0,0.4625,3.21,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in challenged (debilitated/enemy sign); balanced solar-lunar influence; Rahu sub-period (malefic); Mars sub-sub-period (malefic); D9 own sign Gemini; D9 significantly strengthens long-term prospects
2054-02-04,2056-04-30,MD-AD,Mercury,Jupiter,,Jupiter,Mercury,3.46,1.79,0,0.0,0.10666666666666666,3.18,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in challenged (debilitated/enemy sign); challenging luminaries configuration; Jupiter sub-period (benefic); D9 own sign Gemini; D9 significantly strengthens long-term prospects
2054-02-04,2054-05-22,MD-AD-PD,Mercury,Rahu,Jupiter,Jupiter,Rahu,3.29,1.31,0,0.0,0.10666666666666666,2.73,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in challenged (debilitated/enemy sign); challenging luminaries configuration; Rahu sub-period (malefic); Jupiter sub-sub-period (benefic); D9 own sign Gemini; D9 significantly strengthens long-term prospects
2054-05-22,2054-09-27,MD-AD-PD,Mercury,Jupiter,Saturn,Saturn,Jupiter,3.47,2.77,0,0.0,0.03333333333333333,3.22,6.25,0.67,Gemini,Cancer,No,No,Rakshasa,"Competition, Politics, Risk-taking, Business warfare",D9-Led | Sell,Mercury dasha (benefic); lord in challenged (debilitated/enemy sign); challenging luminaries configuration; Jupiter sub-period (benefic); Saturn sub-sub-period (malefic); D9 own sign Gemini; D9 significantly strengthens long-term prospects
