Date,End_Date,Type,mahadasha_lord,antardasha_lord,pratyantardasha_lord,Planet,Parent_Planet,Auspiciousness_Score,Dasha_Lord_Strength,Arishta_Protections,Protection_Score,Sun_Moon_Support,D1_Score,D9_Score,D10_Score,D9_Sign,D10_Sign,D9_Vargottama,D10_Vargottama,D10_Deity,D10_Career,Triple_Chart_Effect,Astrological_Significance
2108-03-17,2108-07-21,MD-AD,Mars,Sun,,Sun,Mars,7.14,1.55,0,0.0,0.18333333333333332,2.29,10.0,10.0,Aries,Aries,Yes,Yes,Indra,"Leadership, Authority, Government, Royal positions",D9-Led | Buy | Career-Excel,Mars dasha (malefic); lord in challenged (debilitated/enemy sign); challenging luminaries configuration; Sun sub-period (malefic); Vargottama (same sign D1-D9) - exceptional strength; D9 own sign Aries; D9 significantly strengthens long-term prospects
2108-07-21,2109-02-16,MD-AD,Mars,Moon,,Moon,Mars,7.23,1.23,0,0.0,0.22333333333333333,2.53,10.0,10.0,Aries,Aries,Yes,Yes,Indra,"Leadership, Authority, Government, Royal positions",D9-Led | Buy | Career-Excel,Mars dasha (malefic); lord in challenged (debilitated/enemy sign); challenging luminaries configuration; Moon sub-period (benefic); Vargottama (same sign D1-D9) - exceptional strength; D9 own sign Aries; D9 significantly strengthens long-term prospects
2109-03-25,2111-11-22,MD-AD,Rahu,Rahu,,Rahu,Rahu,1.78,0.33,1,1.0,0.18333333333333332,2.3,1.47,1.47,Pisces,Virgo,No,No,Ananth,"Long-term stability, Civil service, Preservation",Balanced | Strong Sell,Rahu dasha (malefic); lord in challenged (debilitated/enemy sign); moderate protective influence; challenging luminaries configuration; D9 in Pisces
2111-11-22,2114-04-04,MD-AD,Rahu,Jupiter,,Jupiter,Rahu,2.05,1.47,0,0.0,0.4625,3.05,1.47,1.47,Pisces,Virgo,No,No,Ananth,"Long-term stability, Civil service, Preservation",Balanced | Strong Sell,Rahu dasha (malefic); lord in challenged (debilitated/enemy sign); balanced solar-lunar influence; Jupiter sub-period (benefic); D9 in Pisces; D9 indicates underlying challenges
2114-04-04,2117-01-24,MD-AD,Rahu,Saturn,,Saturn,Rahu,2.93,7.9,1,1.0,0.22333333333333333,5.42,1.47,1.47,Pisces,Virgo,No,No,Ananth,"Long-term stability, Civil service, Preservation",D1-Led | Strong Sell,Rahu dasha (malefic); lord in strong; moderate protective influence; challenging luminaries configuration; Saturn sub-period (malefic); D9 in Pisces; D9 indicates underlying challenges
2117-01-24,2119-07-31,MD-AD,Rahu,Mercury,,Mercury,Rahu,2.02,3.0,0,0.0,0.10666666666666666,2.96,1.47,1.47,Pisces,Virgo,No,No,Ananth,"Long-term stability, Civil service, Preservation",Balanced | Strong Sell,Rahu dasha (malefic); lord in challenged (debilitated/enemy sign); challenging luminaries configuration; Mercury sub-period (benefic); D9 in Pisces
2119-07-31,2120-08-12,MD-AD,Rahu,Ketu,,Ketu,Rahu,2.57,3.98,1,1.0,0.65,4.46,1.47,1.47,Pisces,Virgo,No,No,Ananth,"Long-term stability, Civil service, Preservation",D1-Led | Strong Sell,Rahu dasha (malefic); lord in challenged (debilitated/enemy sign); moderate protective influence; balanced solar-lunar influence; Ketu sub-period (malefic); D9 in Pisces; D9 indicates underlying challenges
2120-08-12,2123-07-28,MD-AD,Rahu,Venus,,Venus,Rahu,1.85,1.13,0,0.0,0.22333333333333333,2.49,1.47,1.47,Pisces,Virgo,No,No,Ananth,"Long-term stability, Civil service, Preservation",Balanced | Strong Sell,Rahu dasha (malefic); lord in challenged (debilitated/enemy sign); challenging luminaries configuration; Venus sub-period (benefic); D9 in Pisces
2123-07-28,2124-06-16,MD-AD,Rahu,Sun,,Sun,Rahu,1.82,1.32,0,0.0,0.3,2.42,1.47,1.47,Pisces,Virgo,No,No,Ananth,"Long-term stability, Civil service, Preservation",Balanced | Strong Sell,Rahu dasha (malefic); lord in challenged (debilitated/enemy sign); challenging luminaries configuration; Sun sub-period (malefic); D9 in Pisces
2124-06-16,2125-12-08,MD-AD,Rahu,Moon,,Moon,Rahu,1.87,1.32,0,0.0,0.22333333333333333,2.57,1.47,1.47,Pisces,Virgo,No,No,Ananth,"Long-term stability, Civil service, Preservation",Balanced | Strong Sell,Rahu dasha (malefic); lord in challenged (debilitated/enemy sign); challenging luminaries configuration; Moon sub-period (benefic); D9 in Pisces
2125-12-08,2126-12-21,MD-AD,Rahu,Mars,,Mars,Rahu,2.43,6.08,1,1.0,0.18333333333333332,4.06,1.47,1.47,Pisces,Virgo,No,No,Ananth,"Long-term stability, Civil service, Preservation",D1-Led | Strong Sell,Rahu dasha (malefic); lord in moderate strength; moderate protective influence; challenging luminaries configuration; Mars sub-period (malefic); D9 in Pisces; D9 indicates underlying challenges
